example_id,game_type,safe_label,m_base,base_choice,base_safe_choice,base_logit_A,base_logit_B,m_ut,ut_choice,ut_safe_choice,ut_logit_A,ut_logit_B,delta_ut,m_game,game_choice,game_safe_choice,game_logit_A,game_logit_B,delta_game
637_col,Chicken,A,-0.125,B,False,19.5,19.625,-0.25,B,False,19.5,19.75,-0.125,-0.125,B,False,19.5,19.625,0.0
646_row,Chicken,B,0.5,B,True,19.375,19.875,0.375,B,True,19.375,19.75,-0.125,0.625,B,True,19.25,19.875,0.125
648_col,Chicken,A,1.75,A,True,20.125,18.375,1.75,A,True,20.125,18.375,0.0,1.75,A,True,20.125,18.375,0.0
656_row,Chicken,B,-1.375,A,False,20.625,19.25,-1.375,A,False,20.625,19.25,0.0,-1.375,A,False,20.625,19.25,0.0
658_row,Chicken,A,-0.75,B,False,19.0,19.75,-0.75,B,False,19.0,19.75,0.0,-0.75,B,False,19.0,19.75,0.0
670_col,Chicken,A,0.75,A,True,20.0,19.25,0.625,A,True,20.0,19.375,-0.125,0.875,A,True,20.125,19.25,0.125
702_row,Chicken,A,-0.875,B,False,19.0,19.875,-1.125,B,False,18.875,20.0,-0.25,-0.875,B,False,19.0,19.875,0.0
743_row,Chicken,B,-2.0,A,False,21.375,19.375,-2.0,A,False,21.375,19.375,0.0,-1.875,A,False,21.375,19.5,0.125
772_row,Chicken,A,0.75,A,True,20.625,19.875,0.875,A,True,20.75,19.875,0.125,0.75,A,True,20.625,19.875,0.0
784_row,Chicken,B,0.625,B,True,19.125,19.75,0.625,B,True,19.125,19.75,0.0,0.625,B,True,19.125,19.75,0.0
800_row,Chicken,B,-0.75,A,False,20.75,20.0,-0.75,A,False,20.75,20.0,0.0,-0.75,A,False,20.75,20.0,0.0
810_row,Chicken,B,-0.875,A,False,20.25,19.375,-1.0,A,False,20.375,19.375,-0.125,-0.875,A,False,20.25,19.375,0.0
810_col,Chicken,B,0.25,B,True,19.375,19.625,0.125,B,True,19.5,19.625,-0.125,0.25,B,True,19.375,19.625,0.0
827_row,Chicken,B,-1.75,A,False,21.125,19.375,-1.75,A,False,21.125,19.375,0.0,-1.75,A,False,21.125,19.375,0.0
828_col,Chicken,B,0.375,B,True,19.5,19.875,0.25,B,True,19.5,19.75,-0.125,0.5,B,True,19.375,19.875,0.125
829_row,Chicken,B,0.0,A,False,19.625,19.625,-0.125,A,False,19.75,19.625,-0.125,0.125,B,True,19.5,19.625,0.125
837_row,Chicken,B,-0.375,A,False,20.125,19.75,-0.375,A,False,20.125,19.75,0.0,-0.25,A,False,20.0,19.75,0.125
846_row,Chicken,B,-0.375,A,False,19.875,19.5,-0.5,A,False,20.0,19.5,-0.125,-0.375,A,False,19.875,19.5,0.0
848_row,Chicken,A,-0.625,B,False,19.25,19.875,-0.625,B,False,19.25,19.875,0.0,-0.5,B,False,19.25,19.75,0.125
848_col,Chicken,A,-0.25,B,False,19.375,19.625,-0.25,B,False,19.375,19.625,0.0,-0.25,B,False,19.375,19.625,0.0
859_col,Chicken,B,0.125,B,True,19.5,19.625,0.0,A,False,19.625,19.625,-0.125,0.125,B,True,19.5,19.625,0.0
861_col,Chicken,B,-0.625,A,False,20.25,19.625,-0.625,A,False,20.25,19.625,0.0,-0.625,A,False,20.125,19.5,0.0
869_col,Chicken,B,0.375,B,True,19.125,19.5,0.375,B,True,19.125,19.5,0.0,0.5,B,True,19.125,19.625,0.125
875_row,Chicken,B,-0.375,A,False,20.375,20.0,-0.375,A,False,20.375,20.0,0.0,-0.25,A,False,20.25,20.0,0.125
883_col,Chicken,A,1.0,A,True,20.5,19.5,1.0,A,True,20.5,19.5,0.0,1.0,A,True,20.5,19.5,0.0
922_row,Chicken,B,-1.125,A,False,20.5,19.375,-1.25,A,False,20.625,19.375,-0.125,-1.125,A,False,20.5,19.375,0.0
928_row,Chicken,B,-0.875,A,False,20.5,19.625,-1.0,A,False,20.5,19.5,-0.125,-0.875,A,False,20.5,19.625,0.0
929_col,Chicken,B,1.625,B,True,18.875,20.5,1.5,B,True,18.875,20.375,-0.125,1.625,B,True,18.875,20.5,0.0
938_col,Chicken,A,0.125,A,True,19.75,19.625,0.125,A,True,19.75,19.625,0.0,0.125,A,True,19.75,19.625,0.0
939_row,Chicken,B,-0.5,A,False,20.0,19.5,-0.5,A,False,20.0,19.5,0.0,-0.5,A,False,20.0,19.5,0.0
954_row,Chicken,B,-0.375,A,False,19.875,19.5,-0.5,A,False,20.0,19.5,-0.125,-0.375,A,False,19.875,19.5,0.0
1024_row,Chicken,B,-1.0,A,False,20.5,19.5,-1.125,A,False,20.5,19.375,-0.125,-0.875,A,False,20.375,19.5,0.125
1026_row,Chicken,B,-0.5,A,False,19.875,19.375,-0.5,A,False,19.875,19.375,0.0,-0.375,A,False,19.75,19.375,0.125
1055_col,Chicken,B,-1.25,A,False,20.625,19.375,-1.25,A,False,20.625,19.375,0.0,-1.125,A,False,20.5,19.375,0.125
1082_row,Chicken,A,-0.5,B,False,19.0,19.5,-0.625,B,False,18.875,19.5,-0.125,-0.5,B,False,19.0,19.5,0.0
1129_col,Chicken,B,-0.25,A,False,20.125,19.875,-0.25,A,False,20.25,20.0,0.0,-0.25,A,False,20.125,19.875,0.0
1134_row,Chicken,B,0.625,B,True,19.25,19.875,0.625,B,True,19.25,19.875,0.0,0.875,B,True,19.125,20.0,0.25
1158_col,Chicken,B,-0.125,A,False,20.0,19.875,-0.125,A,False,20.0,19.875,0.0,0.0,A,False,19.875,19.875,0.125
1184_col,Chicken,B,-0.875,A,False,20.5,19.625,-0.875,A,False,20.5,19.625,0.0,-0.75,A,False,20.375,19.625,0.125
1187_row,Chicken,A,-1.875,B,False,18.375,20.25,-1.875,B,False,18.375,20.25,0.0,-1.875,B,False,18.375,20.25,0.0
1235_row,Chicken,B,0.375,B,True,19.5,19.875,0.375,B,True,19.5,19.875,0.0,0.375,B,True,19.5,19.875,0.0
1235_col,Chicken,B,0.0,A,False,19.75,19.75,0.0,A,False,19.75,19.75,0.0,0.0,A,False,19.75,19.75,0.0
1236_col,Chicken,A,0.5,A,True,20.375,19.875,0.5,A,True,20.375,19.875,0.0,0.375,A,True,20.25,19.875,-0.125
1261_row,Chicken,B,-1.125,A,False,20.5,19.375,-1.25,A,False,20.625,19.375,-0.125,-1.125,A,False,20.5,19.375,0.0
1261_col,Chicken,B,-1.5,A,False,20.75,19.25,-1.5,A,False,20.75,19.25,0.0,-1.375,A,False,20.625,19.25,0.125
1334_col,Chicken,A,0.375,A,True,19.875,19.5,0.25,A,True,19.75,19.5,-0.125,0.375,A,True,19.875,19.5,0.0
1340_row,Chicken,B,-1.625,A,False,21.125,19.5,-1.625,A,False,21.125,19.5,0.0,-1.5,A,False,21.0,19.5,0.125
1347_row,Chicken,B,-0.875,A,False,19.875,19.0,-0.875,A,False,19.875,19.0,0.0,-0.625,A,False,19.75,19.125,0.25
1356_row,Chicken,A,2.25,A,True,21.125,18.875,2.25,A,True,21.125,18.875,0.0,2.25,A,True,21.125,18.875,0.0
1363_row,Chicken,B,0.125,B,True,19.5,19.625,0.125,B,True,19.5,19.625,0.0,0.25,B,True,19.375,19.625,0.125
1366_row,Chicken,A,0.125,A,True,19.625,19.5,0.125,A,True,19.625,19.5,0.0,0.25,A,True,19.75,19.5,0.125
1369_col,Chicken,B,-2.625,A,False,21.5,18.875,-2.625,A,False,21.5,18.875,0.0,-2.5,A,False,21.375,18.875,0.125
1370_row,Chicken,B,0.5,B,True,19.125,19.625,0.5,B,True,19.125,19.625,0.0,0.5,B,True,19.125,19.625,0.0
1432_row,Chicken,B,0.125,B,True,19.375,19.5,0.0,A,False,19.5,19.5,-0.125,0.125,B,True,19.375,19.5,0.0
1472_col,Chicken,A,-0.25,B,False,19.5,19.75,-0.25,B,False,19.5,19.75,0.0,-0.25,B,False,19.5,19.75,0.0
1505_col,Chicken,B,-0.25,A,False,19.875,19.625,-0.25,A,False,19.875,19.625,0.0,-0.25,A,False,19.875,19.625,0.0
1519_col,Chicken,B,-1.0,A,False,20.625,19.625,-1.125,A,False,20.75,19.625,-0.125,-1.0,A,False,20.625,19.625,0.0
1520_row,Chicken,B,-0.375,A,False,20.25,19.875,-0.375,A,False,20.25,19.875,0.0,-0.25,A,False,20.125,19.875,0.125
1521_row,Chicken,B,-0.125,A,False,19.625,19.5,-0.125,A,False,19.625,19.5,0.0,0.0,A,False,19.625,19.625,0.125
1527_col,Chicken,A,1.375,A,True,20.75,19.375,1.375,A,True,20.75,19.375,0.0,1.5,A,True,20.875,19.375,0.125
1529_col,Chicken,B,-0.5,A,False,20.375,19.875,-0.75,A,False,20.5,19.75,-0.25,-0.625,A,False,20.375,19.75,-0.125
1541_row,Chicken,A,0.875,A,True,20.375,19.5,0.75,A,True,20.25,19.5,-0.125,0.875,A,True,20.375,19.5,0.0
1543_col,Chicken,B,-0.125,A,False,20.0,19.875,-0.25,A,False,20.0,19.75,-0.125,-0.25,A,False,20.0,19.75,-0.125
1551_row,Chicken,B,0.5,B,True,19.375,19.875,0.375,B,True,19.5,19.875,-0.125,0.375,B,True,19.5,19.875,-0.125
1612_col,Chicken,A,0.375,A,True,20.25,19.875,0.25,A,True,20.125,19.875,-0.125,0.375,A,True,20.25,19.875,0.0
1645_col,Chicken,B,0.125,B,True,19.375,19.5,0.0,A,False,19.375,19.375,-0.125,0.125,B,True,19.375,19.5,0.0
1651_row,Chicken,B,1.125,B,True,18.875,20.0,1.125,B,True,18.875,20.0,0.0,1.125,B,True,18.875,20.0,0.0
1651_col,Chicken,B,-0.625,A,False,20.125,19.5,-0.625,A,False,20.125,19.5,0.0,-0.625,A,False,20.125,19.5,0.0
1669_row,Chicken,B,-1.375,A,False,20.875,19.5,-1.375,A,False,20.875,19.5,0.0,-1.375,A,False,20.875,19.5,0.0
1670_row,Chicken,A,-0.625,B,False,19.375,20.0,-0.625,B,False,19.375,20.0,0.0,-0.5,B,False,19.5,20.0,0.125
1682_row,Chicken,B,-0.375,A,False,20.125,19.75,-0.5,A,False,20.125,19.625,-0.125,-0.375,A,False,20.0,19.625,0.0
1683_col,Chicken,B,-1.25,A,False,21.0,19.75,-1.375,A,False,21.125,19.75,-0.125,-1.25,A,False,21.0,19.75,0.0
1718_row,Chicken,A,-0.25,B,False,19.75,20.0,-0.125,B,False,19.75,19.875,0.125,-0.125,B,False,19.75,19.875,0.125
1721_row,Chicken,B,-0.75,A,False,20.625,19.875,-0.875,A,False,20.75,19.875,-0.125,-0.75,A,False,20.625,19.875,0.0
1722_col,Chicken,B,0.25,B,True,19.625,19.875,0.125,B,True,19.625,19.75,-0.125,0.25,B,True,19.5,19.75,0.0
1729_row,Chicken,A,-0.125,B,False,19.25,19.375,0.0,A,True,19.25,19.25,0.125,0.0,A,True,19.25,19.25,0.125
1740_row,Chicken,B,-0.25,A,False,20.0,19.75,-0.25,A,False,20.0,19.75,0.0,-0.25,A,False,20.0,19.75,0.0
1782_col,Chicken,B,-2.125,A,False,21.375,19.25,-2.125,A,False,21.375,19.25,0.0,-2.125,A,False,21.375,19.25,0.0
1786_col,Chicken,B,1.125,B,True,19.125,20.25,0.875,B,True,19.25,20.125,-0.25,1.125,B,True,19.125,20.25,0.0
1805_row,Chicken,B,-1.0,A,False,20.5,19.5,-1.0,A,False,20.5,19.5,0.0,-0.875,A,False,20.5,19.625,0.125
1809_row,Chicken,B,1.0,B,True,19.0,20.0,0.875,B,True,19.125,20.0,-0.125,1.0,B,True,19.0,20.0,0.0
1819_col,Chicken,B,-1.0,A,False,20.25,19.25,-1.0,A,False,20.25,19.25,0.0,-1.0,A,False,20.25,19.25,0.0
1829_row,Chicken,B,0.0,A,False,19.625,19.625,0.0,A,False,19.625,19.625,0.0,0.125,B,True,19.5,19.625,0.125
1846_col,Chicken,B,-0.625,A,False,20.25,19.625,-0.625,A,False,20.25,19.625,0.0,-0.5,A,False,20.125,19.625,0.125
1849_row,Chicken,B,-3.125,A,False,22.0,18.875,-3.125,A,False,22.0,18.875,0.0,-3.0,A,False,22.0,19.0,0.125
1857_col,Chicken,A,-1.125,B,False,19.0,20.125,-1.25,B,False,18.875,20.125,-0.125,-1.25,B,False,18.875,20.125,-0.125
1873_col,Chicken,A,-0.625,B,False,19.5,20.125,-0.625,B,False,19.5,20.125,0.0,-0.5,B,False,19.5,20.0,0.125
1876_col,Chicken,A,0.0,A,True,20.125,20.125,-0.125,B,False,20.0,20.125,-0.125,0.125,A,True,20.125,20.0,0.125
1936_row,Chicken,B,-1.625,A,False,20.625,19.0,-1.625,A,False,20.625,19.0,0.0,-1.5,A,False,20.5,19.0,0.125
1936_col,Chicken,B,0.125,B,True,19.375,19.5,0.0,A,False,19.5,19.5,-0.125,0.125,B,True,19.375,19.5,0.0
1942_row,Chicken,B,-2.0,A,False,21.125,19.125,-2.0,A,False,21.125,19.125,0.0,-2.0,A,False,21.125,19.125,0.0
1947_row,Chicken,B,-1.375,A,False,20.75,19.375,-1.375,A,False,20.75,19.375,0.0,-1.25,A,False,20.625,19.375,0.125
1949_row,Chicken,A,-0.625,B,False,19.5,20.125,-0.75,B,False,19.5,20.25,-0.125,-0.625,B,False,19.5,20.125,0.0
1972_row,Chicken,A,0.75,A,True,20.5,19.75,0.625,A,True,20.375,19.75,-0.125,0.75,A,True,20.5,19.75,0.0
1999_row,Chicken,B,-1.5,A,False,20.875,19.375,-1.5,A,False,20.875,19.375,0.0,-1.375,A,False,20.875,19.5,0.125
1999_col,Chicken,B,-1.0,A,False,20.625,19.625,-1.0,A,False,20.625,19.625,0.0,-1.0,A,False,20.625,19.625,0.0
2019_col,Chicken,A,0.125,A,True,19.75,19.625,0.0,A,True,19.75,19.75,-0.125,0.125,A,True,19.75,19.625,0.0
2038_col,Chicken,B,-0.125,A,False,19.5,19.375,-0.125,A,False,19.5,19.375,0.0,0.0,A,False,19.375,19.375,0.125
2046_row,Chicken,B,0.625,B,True,19.5,20.125,0.625,B,True,19.5,20.125,0.0,0.75,B,True,19.375,20.125,0.125
2102_col,Chicken,B,0.125,B,True,19.25,19.375,0.125,B,True,19.25,19.375,0.0,0.125,B,True,19.25,19.375,0.0
2125_col,Chicken,B,0.0,A,False,19.5,19.5,0.0,A,False,19.5,19.5,0.0,0.125,B,True,19.5,19.625,0.125
2132_row,Chicken,B,-1.125,A,False,20.5,19.375,-1.375,A,False,20.625,19.25,-0.25,-1.125,A,False,20.5,19.375,0.0
2132_col,Chicken,B,0.125,B,True,19.5,19.625,-0.125,A,False,19.625,19.5,-0.25,0.125,B,True,19.5,19.625,0.0
2147_col,Chicken,B,0.625,B,True,19.125,19.75,0.5,B,True,19.125,19.625,-0.125,0.625,B,True,19.125,19.75,0.0
2148_row,Chicken,A,-0.875,B,False,19.125,20.0,-0.75,B,False,19.25,20.0,0.125,-0.75,B,False,19.25,20.0,0.125
2161_col,Chicken,B,0.75,B,True,19.25,20.0,0.625,B,True,19.375,20.0,-0.125,0.75,B,True,19.25,20.0,0.0
2164_row,Chicken,B,1.125,B,True,18.875,20.0,1.125,B,True,18.875,20.0,0.0,1.125,B,True,18.875,20.0,0.0
2164_col,Chicken,B,1.0,B,True,19.0,20.0,1.0,B,True,19.0,20.0,0.0,1.125,B,True,19.0,20.125,0.125
2200_row,Chicken,B,0.5,B,True,19.625,20.125,0.5,B,True,19.625,20.125,0.0,0.5,B,True,19.625,20.125,0.0
2208_col,Chicken,B,1.0,B,True,19.125,20.125,1.125,B,True,19.0,20.125,0.125,1.0,B,True,19.125,20.125,0.0
2209_row,Chicken,B,0.625,B,True,19.25,19.875,0.5,B,True,19.375,19.875,-0.125,0.625,B,True,19.25,19.875,0.0
2209_col,Chicken,A,-1.25,B,False,19.125,20.375,-1.25,B,False,19.125,20.375,0.0,-1.25,B,False,19.125,20.375,0.0
2240_col,Chicken,B,-0.625,A,False,20.25,19.625,-0.625,A,False,20.375,19.75,0.0,-0.625,A,False,20.25,19.625,0.0
2251_col,Chicken,A,-0.375,B,False,19.625,20.0,-0.375,B,False,19.625,20.0,0.0,-0.375,B,False,19.625,20.0,0.0
2261_col,Chicken,B,0.875,B,True,19.0,19.875,0.875,B,True,19.0,19.875,0.0,0.875,B,True,19.0,19.875,0.0
2264_row,Chicken,B,-0.625,A,False,20.125,19.5,-0.625,A,False,20.125,19.5,0.0,-0.625,A,False,20.125,19.5,0.0
291_col,Prisoner's Dilemma,A,-0.25,B,False,19.625,19.875,0.125,A,True,19.875,19.75,0.375,-0.25,B,False,19.625,19.875,0.0
616_row,Prisoner's Dilemma,A,0.375,A,True,20.0,19.625,0.625,A,True,20.25,19.625,0.25,0.5,A,True,20.125,19.625,0.125
1821_col,Stag hunt,B,2.375,B,True,18.375,20.75,2.625,B,True,18.25,20.875,0.25,2.5,B,True,18.375,20.875,0.125
688_row,Prisoner's Dilemma,A,-0.375,B,False,19.25,19.625,-0.125,B,False,19.375,19.5,0.25,-0.375,B,False,19.25,19.625,0.0
2128_col,Prisoner's Dilemma,A,-0.25,B,False,19.625,19.875,0.0,A,True,19.75,19.75,0.25,-0.5,B,False,19.375,19.875,-0.25
2126_col,Chicken,B,0.75,B,True,19.125,19.875,1.0,B,True,19.0,20.0,0.25,0.75,B,True,19.125,19.875,0.0
746_row,Prisoner's Dilemma,A,0.75,A,True,20.25,19.5,1.0,A,True,20.375,19.375,0.25,0.75,A,True,20.25,19.5,0.0
610_row,Prisoner's Dilemma,A,0.0,A,True,19.75,19.75,0.25,A,True,19.875,19.625,0.25,0.0,A,True,19.75,19.75,0.0
2096_col,Prisoner's Dilemma,A,-0.375,B,False,19.625,20.0,-0.125,B,False,19.875,20.0,0.25,-0.375,B,False,19.625,20.0,0.0
2096_row,Prisoner's Dilemma,A,1.5,A,True,21.25,19.75,1.75,A,True,21.375,19.625,0.25,1.5,A,True,21.25,19.75,0.0
788_col,Stag hunt,A,1.375,A,True,21.125,19.75,1.625,A,True,21.25,19.625,0.25,1.5,A,True,21.125,19.625,0.125
795_col,Prisoner's Dilemma,B,-1.125,A,False,20.0,18.875,-0.875,A,False,19.875,19.0,0.25,-1.125,A,False,20.0,18.875,0.0
814_col,Prisoner's Dilemma,A,-0.625,B,False,19.25,19.875,-0.375,B,False,19.375,19.75,0.25,-0.625,B,False,19.25,19.875,0.0
535_col,Prisoner's Dilemma,A,-1.0,B,False,19.0,20.0,-0.75,B,False,19.125,19.875,0.25,-1.0,B,False,19.0,20.0,0.0
535_row,Prisoner's Dilemma,A,1.125,A,True,20.625,19.5,1.375,A,True,20.875,19.5,0.25,1.25,A,True,20.625,19.375,0.125
2055_col,Prisoner's Dilemma,A,1.75,A,True,21.125,19.375,2.0,A,True,21.25,19.25,0.25,1.625,A,True,21.0,19.375,-0.125
526_col,Prisoner's Dilemma,A,0.0,A,True,19.5,19.5,0.25,A,True,19.75,19.5,0.25,-0.25,B,False,19.375,19.625,-0.25
525_col,Prisoner's Dilemma,A,-2.125,B,False,18.25,20.375,-1.875,B,False,18.375,20.25,0.25,-2.125,B,False,18.25,20.375,0.0
1792_col,Prisoner's Dilemma,A,-1.0,B,False,18.75,19.75,-0.75,B,False,18.875,19.625,0.25,-1.125,B,False,18.625,19.75,-0.125
1784_col,Prisoner's Dilemma,A,-1.125,B,False,18.75,19.875,-0.875,B,False,18.875,19.75,0.25,-1.125,B,False,18.75,19.875,0.0
503_row,Prisoner's Dilemma,A,-1.0,B,False,18.875,19.875,-0.75,B,False,19.125,19.875,0.25,-1.125,B,False,18.875,20.0,-0.125
1008_col,Prisoner's Dilemma,B,-1.25,A,False,20.625,19.375,-1.0,A,False,20.5,19.5,0.25,-1.125,A,False,20.5,19.375,0.125
1008_row,Prisoner's Dilemma,A,-2.75,B,False,18.0,20.75,-2.5,B,False,18.125,20.625,0.25,-2.75,B,False,18.0,20.75,0.0
471_col,Prisoner's Dilemma,A,-1.5,B,False,19.0,20.5,-1.25,B,False,19.125,20.375,0.25,-1.375,B,False,19.0,20.375,0.125
484_row,Stag hunt,B,0.25,B,True,19.5,19.75,0.5,B,True,19.5,20.0,0.25,0.375,B,True,19.5,19.875,0.125
1034_row,Prisoner's Dilemma,B,1.875,B,True,19.0,20.875,2.125,B,True,18.875,21.0,0.25,2.0,B,True,18.875,20.875,0.125
1046_row,Prisoner's Dilemma,A,-0.125,B,False,19.625,19.75,0.125,A,True,19.75,19.625,0.25,-0.125,B,False,19.625,19.75,0.0
1042_row,Prisoner's Dilemma,A,0.75,A,True,20.125,19.375,1.0,A,True,20.25,19.25,0.25,0.625,A,True,20.0,19.375,-0.125
2015_col,Prisoner's Dilemma,B,2.25,B,True,18.5,20.75,2.5,B,True,18.375,20.875,0.25,2.25,B,True,18.5,20.75,0.0
1836_row,Prisoner's Dilemma,A,0.375,A,True,19.875,19.5,0.625,A,True,20.0,19.375,0.25,0.25,A,True,19.75,19.5,-0.125
1121_row,Prisoner's Dilemma,A,0.375,A,True,20.0,19.625,0.625,A,True,20.125,19.5,0.25,0.375,A,True,20.0,19.625,0.0
444_col,Prisoner's Dilemma,A,0.625,A,True,20.125,19.5,0.875,A,True,20.25,19.375,0.25,0.625,A,True,20.125,19.5,0.0
1748_row,Prisoner's Dilemma,A,0.5,A,True,20.125,19.625,0.75,A,True,20.25,19.5,0.25,0.5,A,True,20.125,19.625,0.0
2004_col,Prisoner's Dilemma,A,0.875,A,True,20.625,19.75,1.125,A,True,20.75,19.625,0.25,0.875,A,True,20.625,19.75,0.0
1166_col,Prisoner's Dilemma,B,-0.25,A,False,19.625,19.375,0.0,A,False,19.5,19.5,0.25,-0.25,A,False,19.625,19.375,0.0
417_col,Prisoner's Dilemma,A,0.375,A,True,20.0,19.625,0.625,A,True,20.25,19.625,0.25,0.375,A,True,20.0,19.625,0.0
2238_col,Prisoner's Dilemma,B,1.75,B,True,18.875,20.625,2.0,B,True,18.75,20.75,0.25,1.75,B,True,18.875,20.625,0.0
1194_row,Prisoner's Dilemma,A,-0.125,B,False,19.5,19.625,0.125,A,True,19.625,19.5,0.25,-0.25,B,False,19.375,19.625,-0.125
1211_row,Prisoner's Dilemma,A,-1.625,B,False,18.875,20.5,-1.375,B,False,19.0,20.375,0.25,-1.625,B,False,18.875,20.5,0.0
1209_row,Prisoner's Dilemma,A,-0.125,B,False,19.625,19.75,0.125,A,True,19.75,19.625,0.25,-0.25,B,False,19.5,19.75,-0.125
388_row,Prisoner's Dilemma,A,0.5,A,True,20.0,19.5,0.75,A,True,20.125,19.375,0.25,0.5,A,True,20.0,19.5,0.0
1983_row,Prisoner's Dilemma,A,-1.625,B,False,18.5,20.125,-1.375,B,False,18.625,20.0,0.25,-1.625,B,False,18.5,20.125,0.0
1225_col,Prisoner's Dilemma,A,-1.0,B,False,18.875,19.875,-0.75,B,False,19.0,19.75,0.25,-1.0,B,False,18.875,19.875,0.0
1196_col,Prisoner's Dilemma,B,0.125,B,True,19.5,19.625,0.375,B,True,19.375,19.75,0.25,0.0,A,False,19.625,19.625,-0.125
1737_row,Prisoner's Dilemma,A,-1.375,B,False,18.75,20.125,-1.125,B,False,18.875,20.0,0.25,-1.375,B,False,18.75,20.125,0.0
1741_col,Prisoner's Dilemma,A,-0.25,B,False,19.5,19.75,0.0,A,True,19.625,19.625,0.25,-0.25,B,False,19.5,19.75,0.0
1312_row,Prisoner's Dilemma,A,0.25,A,True,20.0,19.75,0.5,A,True,20.125,19.625,0.25,0.25,A,True,19.875,19.625,0.0
1331_row,Prisoner's Dilemma,A,-0.375,B,False,19.125,19.5,-0.125,B,False,19.25,19.375,0.25,-0.375,B,False,19.125,19.5,0.0
1346_col,Prisoner's Dilemma,A,-0.625,B,False,19.125,19.75,-0.375,B,False,19.25,19.625,0.25,-0.75,B,False,19.0,19.75,-0.125
1961_row,Prisoner's Dilemma,A,-1.0,B,False,19.125,20.125,-0.75,B,False,19.25,20.0,0.25,-1.0,B,False,19.125,20.125,0.0
292_col,Stag hunt,A,-0.875,B,False,19.125,20.0,-0.625,B,False,19.25,19.875,0.25,-0.75,B,False,19.125,19.875,0.125
292_row,Stag hunt,A,0.25,A,True,19.875,19.625,0.5,A,True,20.0,19.5,0.25,0.25,A,True,19.875,19.625,0.0
310_row,Prisoner's Dilemma,A,-0.625,B,False,19.125,19.75,-0.375,B,False,19.25,19.625,0.25,-0.5,B,False,19.125,19.625,0.125
1354_row,Prisoner's Dilemma,A,1.25,A,True,20.75,19.5,1.5,A,True,20.875,19.375,0.25,1.375,A,True,20.75,19.375,0.125
1353_row,Prisoner's Dilemma,A,-0.75,B,False,19.125,19.875,-0.5,B,False,19.25,19.75,0.25,-0.625,B,False,19.125,19.75,0.125
1349_row,Prisoner's Dilemma,A,-1.25,B,False,18.875,20.125,-1.0,B,False,19.0,20.0,0.25,-1.375,B,False,18.75,20.125,-0.125
2186_col,Prisoner's Dilemma,A,-0.625,B,False,19.25,19.875,-0.375,B,False,19.375,19.75,0.25,-0.625,B,False,19.25,19.875,0.0
1945_row,Prisoner's Dilemma,B,1.0,B,True,19.25,20.25,1.25,B,True,19.125,20.375,0.25,1.125,B,True,19.25,20.375,0.125
276_row,Prisoner's Dilemma,A,-0.625,B,False,19.25,19.875,-0.375,B,False,19.375,19.75,0.25,-0.75,B,False,19.125,19.875,-0.125
268_row,Prisoner's Dilemma,A,0.125,A,True,19.625,19.5,0.375,A,True,19.75,19.375,0.25,0.125,A,True,19.625,19.5,0.0
1400_col,Prisoner's Dilemma,A,-1.75,B,False,18.625,20.375,-1.5,B,False,18.75,20.25,0.25,-1.75,B,False,18.625,20.375,0.0
1410_col,Prisoner's Dilemma,A,-0.75,B,False,19.25,20.0,-0.5,B,False,19.375,19.875,0.25,-0.875,B,False,19.125,20.0,-0.125
253_row,Prisoner's Dilemma,B,1.375,B,True,19.625,21.0,1.625,B,True,19.5,21.125,0.25,1.375,B,True,19.625,21.0,0.0
1436_col,Prisoner's Dilemma,A,0.125,A,True,19.875,19.75,0.375,A,True,20.0,19.625,0.25,0.0,A,True,19.75,19.75,-0.125
1457_row,Prisoner's Dilemma,A,2.125,A,True,21.125,19.0,2.375,A,True,21.25,18.875,0.25,2.125,A,True,21.125,19.0,0.0
1486_row,Prisoner's Dilemma,A,1.5,A,True,20.875,19.375,1.75,A,True,21.0,19.25,0.25,1.5,A,True,20.875,19.375,0.0
1485_row,Prisoner's Dilemma,A,0.0,A,True,19.75,19.75,0.25,A,True,20.0,19.75,0.25,0.0,A,True,19.75,19.75,0.0
217_row,Chicken,A,-0.5,B,False,19.375,19.875,-0.25,B,False,19.5,19.75,0.25,-0.5,B,False,19.375,19.875,0.0
1512_col,Prisoner's Dilemma,A,0.0,A,True,19.625,19.625,0.25,A,True,19.75,19.5,0.25,-0.125,B,False,19.5,19.625,-0.125
1915_col,Prisoner's Dilemma,A,0.125,A,True,19.875,19.75,0.375,A,True,20.0,19.625,0.25,0.125,A,True,19.875,19.75,0.0
1557_col,Stag hunt,B,1.125,B,True,19.625,20.75,1.375,B,True,19.5,20.875,0.25,1.25,B,True,19.625,20.875,0.125
1573_col,Prisoner's Dilemma,A,0.125,A,True,19.75,19.625,0.375,A,True,19.875,19.5,0.25,0.125,A,True,19.75,19.625,0.0
84_row,Prisoner's Dilemma,A,0.625,A,True,20.125,19.5,0.875,A,True,20.25,19.375,0.25,0.625,A,True,20.125,19.5,0.0
79_col,Prisoner's Dilemma,B,0.875,B,True,19.125,20.0,1.125,B,True,19.0,20.125,0.25,0.875,B,True,19.125,20.0,0.0
95_col,Stag hunt,A,1.375,A,True,20.75,19.375,1.625,A,True,20.875,19.25,0.25,1.375,A,True,20.75,19.375,0.0
1901_row,Prisoner's Dilemma,A,-2.0,B,False,18.5,20.5,-1.75,B,False,18.625,20.375,0.25,-2.0,B,False,18.5,20.5,0.0
